Date,Close,Volume
2025-03-25T06:10:00.000Z,"86,802.09",0
2025-03-25T06:15:00.000Z,"86,746.82",0
2025-03-25T06:20:00.000Z,"86,735.88",0
2025-03-25T06:25:00.000Z,"86,787.77",0
2025-03-25T06:30:00.000Z,"86,836.30","309,477,376.00"
2025-03-25T06:35:00.000Z,"86,854.63",0
2025-03-25T06:40:00.000Z,"86,797.69",0
2025-03-25T06:45:00.000Z,"86,671.45",0
2025-03-25T06:50:00.000Z,"86,587.48",0
2025-03-25T06:55:00.000Z,"86,592.95","225,947,648.00"
2025-03-25T07:00:00.000Z,"86,760.96",0
2025-03-25T07:05:00.000Z,"86,792.41","35,385,344.00"
2025-03-25T07:10:00.000Z,"86,591.20",0
2025-03-25T07:15:00.000Z,"86,651.13","79,310,848.00"
2025-03-25T07:20:00.000Z,"86,581.27","32,710,656.00"
2025-03-25T07:25:00.000Z,"86,567.26",0
2025-03-25T07:30:00.000Z,"86,482.79",0
2025-03-25T07:35:00.000Z,"86,414.44","41,213,952.00"
2025-03-25T07:40:00.000Z,"86,385.13","62,218,240.00"
2025-03-25T07:45:00.000Z,"86,469.54",0
2025-03-25T07:50:00.000Z,"86,477.52","25,802,752.00"
2025-03-25T07:55:00.000Z,"86,449.32","24,354,816.00"
2025-03-25T08:00:00.000Z,"86,573.41",0
2025-03-25T08:05:00.000Z,"86,541.02","140,486,656.00"
2025-03-25T08:10:00.000Z,"86,524.66",0
2025-03-25T08:15:00.000Z,"86,465.18",0
2025-03-25T08:20:00.000Z,"86,607.93",0
2025-03-25T08:25:00.000Z,"86,636.30",0
2025-03-25T08:30:00.000Z,"86,692.13",0
2025-03-25T08:35:00.000Z,"86,701.90",0
2025-03-25T08:40:00.000Z,"86,719.38","3,508,224.00"
2025-03-25T08:45:00.000Z,"86,725.53",0
2025-03-25T08:50:00.000Z,"86,716.34",0
2025-03-25T08:55:00.000Z,"86,722.45","190,349,312.00"
2025-03-25T09:00:00.000Z,"86,765.52",0
2025-03-25T09:05:00.000Z,"86,711.13","59,719,680.00"
2025-03-25T09:10:00.000Z,"86,713.54",0
2025-03-25T09:15:00.000Z,"86,804.39","124,866,560.00"
2025-03-25T09:20:00.000Z,"86,882.09",0
2025-03-25T09:25:00.000Z,"86,898.20","20,131,840.00"
2025-03-25T09:30:00.000Z,"86,965.30",0
2025-03-25T09:35:00.000Z,"87,209.87","268,310,528.00"
2025-03-25T09:40:00.000Z,"87,128.71","145,272,832.00"
2025-03-25T09:45:00.000Z,"87,301.82","136,751,104.00"
2025-03-25T09:50:00.000Z,"87,297.31","20,881,408.00"
2025-03-25T09:55:00.000Z,"87,244.70","24,301,568.00"
2025-03-25T10:00:00.000Z,"87,205.85",0
2025-03-25T10:05:00.000Z,"87,131.67",0
2025-03-25T10:10:00.000Z,"87,064.64",0
2025-03-25T10:15:00.000Z,"87,059.04","124,852,224.00"
2025-03-25T10:20:00.000Z,"86,991.91",0
2025-03-25T10:25:00.000Z,"87,132.99",0
2025-03-25T10:30:00.000Z,"87,100.57","134,420,480.00"
2025-03-25T10:35:00.000Z,"87,076.80",0
2025-03-25T10:40:00.000Z,"87,201.17",0
2025-03-25T10:45:00.000Z,"87,201.82","76,367,872.00"
2025-03-25T10:50:00.000Z,"87,187.58",0
2025-03-25T10:55:00.000Z,"87,137.13",0
2025-03-25T11:00:00.000Z,"87,240.94",0
2025-03-25T11:05:00.000Z,"87,096.45",0
2025-03-25T11:10:00.000Z,"87,159.15","232,775,680.00"
2025-03-25T11:15:00.000Z,"87,338.23",0
2025-03-25T11:20:00.000Z,"87,389.63","23,564,288.00"
2025-03-25T11:25:00.000Z,"87,331.10","6,148,096.00"
2025-03-25T11:30:00.000Z,"87,398.59",0
2025-03-25T11:35:00.000Z,"87,313.18","47,898,624.00"
2025-03-25T11:40:00.000Z,"87,462.18","129,034,240.00"
2025-03-25T11:45:00.000Z,"87,491.31","103,335,936.00"
2025-03-25T11:50:00.000Z,"87,393.49",0
2025-03-25T11:55:00.000Z,"87,411.88","19,834,880.00"
2025-03-25T12:00:00.000Z,"87,311.28",0
2025-03-25T12:05:00.000Z,"87,271.55",0
2025-03-25T12:10:00.000Z,"87,301.62",0
2025-03-25T12:15:00.000Z,"87,249.90","159,686,656.00"
2025-03-25T12:20:00.000Z,"87,222.17",0
2025-03-25T12:25:00.000Z,"87,280.41","108,660,736.00"
2025-03-25T12:30:00.000Z,"87,277.40",0
2025-03-25T12:35:00.000Z,"87,124.34",0
2025-03-25T12:40:00.000Z,"87,140.51","80,693,248.00"
2025-03-25T12:45:00.000Z,"87,159.41","13,099,008.00"
2025-03-25T12:50:00.000Z,"87,125.93","32,256,000.00"
2025-03-25T12:55:00.000Z,"87,069.41",0
2025-03-25T13:00:00.000Z,"87,229.82",0
2025-03-25T13:05:00.000Z,"87,265.81","46,123,008.00"
2025-03-25T13:10:00.000Z,"87,382.47","180,224.00"
2025-03-25T13:15:00.000Z,"87,633.59","108,687,360.00"
2025-03-25T13:20:00.000Z,"87,635.17",0
2025-03-25T13:25:00.000Z,"87,647.55","309,241,856.00"
2025-03-25T13:30:00.000Z,"87,924.19","85,749,760.00"
2025-03-25T13:35:00.000Z,"87,554.25",0
2025-03-25T13:40:00.000Z,"87,332.66",0
2025-03-25T13:45:00.000Z,"87,291.64","310,507,520.00"
2025-03-25T13:50:00.000Z,"87,415.39",0
2025-03-25T13:55:00.000Z,"87,625.77","244,058,112.00"
2025-03-25T14:00:00.000Z,"87,448.32",0
2025-03-25T14:05:00.000Z,"87,431.67",0
2025-03-25T14:10:00.000Z,"87,610.17",0
2025-03-25T14:15:00.000Z,"87,673.97","407,220,224.00"
2025-03-25T14:20:00.000Z,"87,758.82",0
2025-03-25T14:25:00.000Z,"87,654.94",0
2025-03-25T14:30:00.000Z,"87,743.99",0
2025-03-25T14:35:00.000Z,"87,942.93",0
2025-03-25T14:40:00.000Z,"88,192.27",0
2025-03-25T14:45:00.000Z,"88,141.13","158,433,280.00"
2025-03-25T14:50:00.000Z,"88,130.15",0
2025-03-25T14:55:00.000Z,"87,945.42","69,285,888.00"
2025-03-25T15:00:00.000Z,"88,071.45",0
2025-03-25T15:05:00.000Z,"88,136.22",0
2025-03-25T15:10:00.000Z,"88,023.03","197,113,856.00"
2025-03-25T15:15:00.000Z,"87,918.15","42,577,920.00"
2025-03-25T15:20:00.000Z,"87,909.66",0
2025-03-25T15:25:00.000Z,"88,055.25",0
2025-03-25T15:30:00.000Z,"87,941.88","74,706,944.00"
2025-03-25T15:35:00.000Z,"87,826.30",0
2025-03-25T15:40:00.000Z,"87,984.30",0
2025-03-25T15:45:00.000Z,"87,861.29","372,414,464.00"
2025-03-25T15:50:00.000Z,"87,794.60",0
2025-03-25T15:55:00.000Z,"87,877.50","295,215,104.00"
2025-03-25T16:00:00.000Z,"87,835.12",0
2025-03-25T16:05:00.000Z,"87,768.27","34,949,120.00"
2025-03-25T16:10:00.000Z,"87,930.39",0
2025-03-25T16:15:00.000Z,"87,784.90",0
2025-03-25T16:20:00.000Z,"87,933.93",0
2025-03-25T16:25:00.000Z,"87,911.58","123,510,784.00"
2025-03-25T16:30:00.000Z,"87,733.59",0
2025-03-25T16:35:00.000Z,"87,748.23",0
2025-03-25T16:40:00.000Z,"87,725.15",0
2025-03-25T16:45:00.000Z,"87,782.38","43,442,176.00"
2025-03-25T16:50:00.000Z,"87,839.40",0
2025-03-25T16:55:00.000Z,"87,822.28","161,179,648.00"
2025-03-25T17:00:00.000Z,"88,018.45",0
2025-03-25T17:05:00.000Z,"88,181.65",0
2025-03-25T17:10:00.000Z,"88,192.13","18,894,848.00"
2025-03-25T17:15:00.000Z,"88,134.91","241,963,008.00"
2025-03-25T17:20:00.000Z,"88,111.59",0
2025-03-25T17:25:00.000Z,"88,040.09",0
2025-03-25T17:30:00.000Z,"88,018.87","50,808,832.00"
2025-03-25T17:35:00.000Z,"88,077.42",0
2025-03-25T17:40:00.000Z,"88,076.41",0
2025-03-25T17:45:00.000Z,"88,094.72",0
2025-03-25T17:50:00.000Z,"87,933.89","110,784,512.00"
2025-03-25T17:55:00.000Z,"87,990.75",0
2025-03-25T18:00:00.000Z,"87,919.00","19,494,912.00"
2025-03-25T18:05:00.000Z,"87,978.61",0
2025-03-25T18:10:00.000Z,"87,998.42","50,018,304.00"
2025-03-25T18:15:00.000Z,"87,940.20",0
2025-03-25T18:20:00.000Z,"87,834.59","99,813,376.00"
2025-03-25T18:25:00.000Z,"87,800.90",0
2025-03-25T18:30:00.000Z,"87,795.47","3,680,256.00"
2025-03-25T18:35:00.000Z,"87,839.71",0
2025-03-25T18:40:00.000Z,"87,647.87",0
2025-03-25T18:45:00.000Z,"87,706.25","125,646,848.00"
2025-03-25T18:50:00.000Z,"87,726.69","35,207,168.00"
2025-03-25T18:55:00.000Z,"87,867.48",0
2025-03-25T19:00:00.000Z,"87,957.95",0
2025-03-25T19:05:00.000Z,"88,048.20",0
2025-03-25T19:10:00.000Z,"88,051.09","315,340,800.00"
2025-03-25T19:15:00.000Z,"88,072.69",0
2025-03-25T19:20:00.000Z,"87,958.70",0
2025-03-25T19:25:00.000Z,"87,975.74","21,622,784.00"
2025-03-25T19:30:00.000Z,"87,957.31",0
2025-03-25T19:35:00.000Z,"88,017.28",0
2025-03-25T19:40:00.000Z,"87,913.26",0
2025-03-25T19:45:00.000Z,"88,208.73",0
2025-03-25T19:50:00.000Z,"88,236.27","132,173,824.00"
2025-03-25T19:55:00.000Z,"88,272.27",0
2025-03-25T20:00:00.000Z,"88,013.71",0
2025-03-25T20:05:00.000Z,"88,405.46",0
2025-03-25T20:10:00.000Z,"88,386.41","524,075,008.00"
2025-03-25T20:15:00.000Z,"88,376.48","293,969,920.00"
2025-03-25T20:20:00.000Z,"88,300.13",0
2025-03-25T20:25:00.000Z,"88,228.65",0
2025-03-25T20:30:00.000Z,"88,136.63",0
2025-03-25T20:35:00.000Z,"88,108.21","100,165,632.00"
2025-03-25T20:40:00.000Z,"88,073.13",0
2025-03-25T20:45:00.000Z,"88,040.34","43,366,400.00"
2025-03-25T20:50:00.000Z,"87,967.47",0
2025-03-25T20:55:00.000Z,"87,874.76","127,287,296.00"
2025-03-25T21:00:00.000Z,"87,975.41",0
2025-03-25T21:05:00.000Z,"88,162.50",0
2025-03-25T21:10:00.000Z,"88,211.20","83,322,880.00"
2025-03-25T21:15:00.000Z,"88,189.79",0
2025-03-25T21:20:00.000Z,"88,204.73",0
2025-03-25T21:25:00.000Z,"88,046.19","13,529,088.00"
2025-03-25T21:30:00.000Z,"87,977.70",0
2025-03-25T21:35:00.000Z,"87,857.99",0
2025-03-25T21:40:00.000Z,"87,912.63","109,717,504.00"
2025-03-25T21:45:00.000Z,"87,917.83","12,515,328.00"
2025-03-25T21:50:00.000Z,"87,876.77",0
2025-03-25T21:55:00.000Z,"87,779.19","980,992.00"
2025-03-25T22:00:00.000Z,"87,689.47","85,690,368.00"
2025-03-25T22:05:00.000Z,"87,782.48",0
2025-03-25T22:10:00.000Z,"87,827.20",0
2025-03-25T22:15:00.000Z,"87,646.24",0
2025-03-25T22:20:00.000Z,"87,535.60",0
2025-03-25T22:25:00.000Z,"87,537.45",0
2025-03-25T22:30:00.000Z,"87,406.12","276,467,712.00"
2025-03-25T22:35:00.000Z,"87,538.05",0
2025-03-25T22:40:00.000Z,"87,600.23","201,449,472.00"
2025-03-25T22:45:00.000Z,"87,490.78","117,565,440.00"
2025-03-25T22:50:00.000Z,"87,645.96",0
2025-03-25T22:55:00.000Z,"87,545.06",0
2025-03-25T23:00:00.000Z,"87,354.17",0
2025-03-25T23:05:00.000Z,"87,276.56","235,028,480.00"
2025-03-25T23:10:00.000Z,"87,258.76","126,547,968.00"
2025-03-25T23:15:00.000Z,"87,365.55","9,091,072.00"
2025-03-25T23:20:00.000Z,"87,352.41","61,140,992.00"
2025-03-25T23:25:00.000Z,"87,350.25","12,095,488.00"
2025-03-25T23:30:00.000Z,"87,396.92","99,616,768.00"
2025-03-25T23:35:00.000Z,"87,425.92",0
2025-03-25T23:40:00.000Z,"87,437.16","71,448,576.00"
2025-03-25T23:45:00.000Z,"87,419.70","26,200,064.00"
2025-03-25T23:50:00.000Z,"87,493.27",0
2025-03-25T23:55:00.000Z,"87,493.15","39,829,504.00"
